	_id	lemma	phonetic	pos	root	sources	gloss
15	5200a366e36f23797500078c	tbaħbaħ	dbɐhbɐh	VERB	{'radicals': 'b-ħ-b-ħ', 'variant': 1}	['Spagnol2011']	to splash oneself with water
16	5200a366e36f23797500078d	baħbaħ	bɐhbɐh	VERB	{'radicals': 'b-ħ-b-ħ', 'variant': 2}	['Spagnol2011']	to blow through a cowrie shell
17	5200a366e36f23797500078e	baħnan	bɐhnɐn	VERB	{'radicals': 'b-ħ-n-n'}	['Spagnol2011']	to act foolishly
18	5200a366e36f23797500078f	tbaħnan	dbɐhnɐn	VERB	{'radicals': 'b-ħ-n-n'}	['Spagnol2011']	to become stupid or foolish
19	5200a366e36f237975000790	tbajtar	dbɐɪtɐr	VERB	{'radicals': 'b-j-t-r'}	['Spagnol2011']	to go soft (somewhat like an overripe fruit)
20	5200a366e36f237975000791	bekbek	bɛgbɛk	VERB	{'radicals': 'b-k-b-k'}	['Spagnol2011', 'Falzon2013']	to imbibe
21	5200a366e36f237975000791	bekbek	bɛgbɛk	VERB	{'radicals': 'b-k-b-k'}	['Spagnol2011', 'Falzon2013']	to indulge in excessive drinking
22	5200a366e36f237975000792	tbekbek	dbɛgbɛk	VERB	{'radicals': 'b-k-b-k'}	['Spagnol2011']	to be downed quickly (used of drinks)
23	5200a366e36f237975000793	balbal	bɐlbɐl	VERB	{'radicals': 'b-l-b-l', 'variant': 1}	['Spagnol2011']	to babble
24	5200a366e36f237975000793	balbal	bɐlbɐl	VERB	{'radicals': 'b-l-b-l', 'variant': 1}	['Spagnol2011']	to talk gibberish
25	5200a366e36f237975000794	belbel	bɛlbɛl	VERB	{'radicals': 'b-l-b-l', 'variant': 2}	['Spagnol2011']	to flutter
26	5200a366e36f237975000795	tbelbel	dbɛlbɛl	VERB	{'radicals': 'b-l-b-l', 'variant': 2}	['Spagnol2011']	to sway
27	5200a366e36f237975000797	balka	bɐlkɐ	VERB	{'radicals': 'b-l-k-j'}	['Spagnol2011']	to weaken
28	5200a366e36f237975000797	balka	bɐlkɐ	VERB	{'radicals': 'b-l-k-j'}	['Spagnol2011']	to die down
29	5200a366e36f237975000798	bimba	bɪmbɐ	VERB	{'radicals': 'b-m-b-j'}	['Spagnol2011']	to drink (a word used in child-directed speech)
30	5200a366e36f237975000799	bambal	bɐmbɐl	VERB	{'radicals': 'b-m-b-l'}	['Spagnol2011']	to hit sb. repeatedly
31	5200a366e36f237975000799	bambal	bɐmbɐl	VERB	{'radicals': 'b-m-b-l'}	['Spagnol2011']	to punish
32	5200a366e36f237975000799	bambal	bɐmbɐl	VERB	{'radicals': 'b-m-b-l'}	['Spagnol2011']	to pummel
33	5200a366e36f23797500079a	banda	bɐndɐ	VERB	{'radicals': 'b-n-d-j'}	['Spagnol2011']	to ban
34	5200a366e36f23797500079a	banda	bɐndɐ	VERB	{'radicals': 'b-n-d-j'}	['Spagnol2011']	to ostracise
35	5200a366e36f23797500079a	banda	bɐndɐ	VERB	{'radicals': 'b-n-d-j'}	['Spagnol2011']	to exile
36	5200a366e36f23797500079b	tbanda	dbɐndɐ	VERB	{'radicals': 'b-n-d-j'}	['Spagnol2011']	to be announced in public
37	5200a366e36f23797500079b	tbanda	dbɐndɐ	VERB	{'radicals': 'b-n-d-j'}	['Spagnol2011']	to be punished
38	5200a366e36f23797500079c	bandal	bɐndɐl	VERB	{'radicals': 'b-n-d-l'}	['Spagnol2011']	to rock from side to side
39	5200a366e36f23797500079c	bandal	bɐndɐl	VERB	{'radicals': 'b-n-d-l'}	['Spagnol2011']	to swing
40	5200a366e36f23797500079d	tbandal	dbɐndɐl	VERB	{'radicals': 'b-n-d-l'}	['Spagnol2011', 'Falzon2013']	to be rocked from side to side
41	5200a366e36f23797500079d	tbandal	dbɐndɐl	VERB	{'radicals': 'b-n-d-l'}	['Spagnol2011', 'Falzon2013']	to swing or rock oneself
42	5200a366e36f23797500079e	benċel	bɛnʧɛl	VERB	{'radicals': 'b-n-ċ-l'}	['Spagnol2011']	to rotate or twirl between one's fingers
43	5200a366e36f23797500079f	tbenċel	dbɛnʧɛl	VERB	{'radicals': 'b-n-ċ-l'}	['Spagnol2011']	to be twisted
44	5200a366e36f23797500079f	tbenċel	dbɛnʧɛl	VERB	{'radicals': 'b-n-ċ-l'}	['Spagnol2011']	to be under the weather
45	5200a366e36f2379750007a0	benġel	bɛnʤɛl	VERB	{'radicals': 'b-n-ġ-l'}	['Spagnol2011']	to bruise
46	5200a366e36f2379750007a0	benġel	bɛnʤɛl	VERB	{'radicals': 'b-n-ġ-l'}	['Spagnol2011']	to make the best of a difficult situation and seek to save face
47	5200a366e36f2379750007a1	tbenġel	dbɛnʤɛl	VERB	{'radicals': 'b-n-ġ-l'}	['Spagnol2011']	to become bruised
48	5200a366e36f2379750007a2	baqbaq	bɐʔbɐʔ	VERB	{'radicals': 'b-q-b-q'}	['Spagnol2011']	to bubble
49	5200a366e36f2379750007a2	baqbaq	bɐʔbɐʔ	VERB	{'radicals': 'b-q-b-q'}	['Spagnol2011']	to gurgle
50	5200a366e36f2379750007a2	baqbaq	bɐʔbɐʔ	VERB	{'radicals': 'b-q-b-q'}	['Spagnol2011']	to boil
51	5200a366e36f2379750007a2	baqbaq	bɐʔbɐʔ	VERB	{'radicals': 'b-q-b-q'}	['Spagnol2011']	to get sb. worked up and angry
52	5200a366e36f2379750007a3	tbaqbaq	dbɐʔbɐʔ	VERB	{'radicals': 'b-q-b-q'}	['Spagnol2011']	to get worked up
53	5200a366e36f2379750007a3	tbaqbaq	dbɐʔbɐʔ	VERB	{'radicals': 'b-q-b-q'}	['Spagnol2011']	to get angry
54	5200a366e36f2379750007a3	tbaqbaq	dbɐʔbɐʔ	VERB	{'radicals': 'b-q-b-q'}	['Spagnol2011']	to worry
55	5200a366e36f2379750007a4	berdel	bɛrdɛl	VERB	{'radicals': 'b-r-d-l'}	['Spagnol2011', 'Falzon2013']	to romp
56	5200a366e36f2379750007a4	berdel	bɛrdɛl	VERB	{'radicals': 'b-r-d-l'}	['Spagnol2011', 'Falzon2013']	to gad about
57	5200a366e36f2379750007a5	tberdel	dbɛrdɛl	VERB	{'radicals': 'b-r-d-l'}	['Spagnol2011']	to frequent brothels
58	5200a366e36f2379750007a5	tberdel	dbɛrdɛl	VERB	{'radicals': 'b-r-d-l'}	['Spagnol2011']	to be turned into a brothel (used of a location)
59	5200a366e36f2379750007a6	berbaq	bɛrbɐʔ	VERB	{'radicals': 'b-r-b-q'}	['Spagnol2011', 'Falzon2013']	to waste
60	5200a366e36f2379750007a6	berbaq	bɛrbɐʔ	VERB	{'radicals': 'b-r-b-q'}	['Spagnol2011', 'Falzon2013']	to squander money
61	5200a366e36f2379750007a7	tberbaq	dbɛrbɐʔ	VERB	{'radicals': 'b-r-b-q'}	['Spagnol2011']	to be squandered
62	5200a366e36f2379750007a8	barbar	bɐrbɐr	VERB	{'radicals': 'b-r-b-r'}	['Spagnol2011']	to whirr
63	5200a366e36f2379750007a8	barbar	bɐrbɐr	VERB	{'radicals': 'b-r-b-r'}	['Spagnol2011']	to babble
64	5200a366e36f2379750007a9	berbex	bɛrbɛʃ	VERB	{'radicals': 'b-r-b-x'}	['Spagnol2011']	to steal
65	5200a366e36f2379750007a9	berbex	bɛrbɛʃ	VERB	{'radicals': 'b-r-b-x'}	['Spagnol2011']	to cheat
66	5200a366e36f2379750007aa	tberbex	dbɛrbɛʃ	VERB	{'radicals': 'b-r-b-x'}	['Spagnol2011']	to be stolen
67	5200a366e36f2379750007ab	berfel	bɛrfɛl	VERB	{'radicals': 'b-r-f-l'}	['Spagnol2011']	to fray
68	5200a366e36f2379750007ab	berfel	bɛrfɛl	VERB	{'radicals': 'b-r-f-l'}	['Spagnol2011']	to hem fabric
69	5200a366e36f2379750007ac	tberfel	dbɛrfɛl	VERB	{'radicals': 'b-r-f-l'}	['Spagnol2011']	to become frayed
70	5200a366e36f2379750007ac	tberfel	dbɛrfɛl	VERB	{'radicals': 'b-r-f-l'}	['Spagnol2011']	to lose one's good sense
71	5200a366e36f2379750007ad	bargħad	bɐrɐːt	VERB	{'radicals': 'b-r-għ-d'}	['Spagnol2011']	to become infested with fleas
72	5200a366e36f2379750007ae	bergħen	bɛrɛːn	VERB	{'radicals': 'b-r-għ-n'}	['Spagnol2011']	to mull sth. over
73	5200a366e36f2379750007ae	bergħen	bɛrɛːn	VERB	{'radicals': 'b-r-għ-n'}	['Spagnol2011']	to make sb. angry
74	5200a366e36f2379750007af	tbergħen	dbɛrɛːn	VERB	{'radicals': 'b-r-għ-n'}	['Spagnol2011']	to become inflamed
75	5200a366e36f2379750007af	tbergħen	dbɛrɛːn	VERB	{'radicals': 'b-r-għ-n'}	['Spagnol2011']	to get angry
76	5200a366e36f2379750007b0	berkel	bɛrkɛl	VERB	{'radicals': 'b-r-k-l'}	['Spagnol2011']	to blossom
77	5200a366e36f2379750007b1	tberkel	dbɛrkɛl	VERB	{'radicals': 'b-r-k-l'}	['Spagnol2011']	to blossom
78	5200a366e36f2379750007b2	bermeċ	bɛrmɛʧ	VERB	{'radicals': 'b-r-m-ċ'}	['Spagnol2011']	to roll between one's fingers (especially used of materials such as paper or dough)
79	5200a366e36f2379750007b3	barqam	bɐrʔɐm	VERB	{'radicals': 'b-r-q-m'}	['Spagnol2011']	to coo (used of pigeons)
80	5200a366e36f2379750007b4	berwen	bɛrwɛn	VERB	{'radicals': 'b-r-w-n'}	['Spagnol2011']	to sing (used of certain types of birds)
81	5200a366e36f2379750007b5	barważ	bɐrwɐs	VERB	{'radicals': 'b-r-w-ż'}	['Spagnol2011']	to do something clumsily
82	5200a366e36f2379750007b5	barważ	bɐrwɐs	VERB	{'radicals': 'b-r-w-ż'}	['Spagnol2011']	to stitch in a clumsy fashion
83	5200a366e36f2379750007b6	tbarważ	dbɐrwɐs	VERB	{'radicals': 'b-r-w-ż'}	['Spagnol2011']	to be rendered void
84	5200a366e36f2379750007b7	baskat	bɐskɐt	VERB	{'radicals': 'b-s-k-t'}	['Spagnol2011']	to bake until browned
85	5200a366e36f2379750007b7	baskat	bɐskɐt	VERB	{'radicals': 'b-s-k-t'}	['Spagnol2011']	to burn (while cooking)
86	5200a366e36f2379750007b8	tbaskat	dbɐskɐt	VERB	{'radicals': 'b-s-k-t'}	['Spagnol2011']	to be baked until brown
87	5200a366e36f2379750007b8	tbaskat	dbɐskɐt	VERB	{'radicals': 'b-s-k-t'}	['Spagnol2011']	to be burnt
88	5200a366e36f2379750007b9	basta	bɐstɐ	VERB	{'radicals': 'b-s-t-j'}	['Spagnol2011']	to suffice
89	5200a366e36f2379750007ba	betbet	bɛdbɛt	VERB	{'radicals': 'b-t-b-t', 'variant': 1}	['Spagnol2011']	to play on a reed-pipe
90	5200a366e36f2379750007bb	batbat	bɐdbɐt	VERB	{'radicals': 'b-t-b-t', 'variant': 2}	['Spagnol2011']	to be very talkative
91	5200a366e36f2379750007bb	batbat	bɐdbɐt	VERB	{'radicals': 'b-t-b-t', 'variant': 2}	['Spagnol2011']	to chatter
92	5200a366e36f2379750007bb	batbat	bɐdbɐt	VERB	{'radicals': 'b-t-b-t', 'variant': 2}	['Spagnol2011']	to play the reed pipe ('betbut')
93	5200a366e36f2379750007bc	bexbex	bɛʒbɛʃ	VERB	{'radicals': 'b-x-b-x'}	['Spagnol2011']	to dawn
94	5200a366e36f2379750007bc	bexbex	bɛʒbɛʃ	VERB	{'radicals': 'b-x-b-x'}	['Spagnol2011']	to drizzle
95	5200a366e36f2379750007bd	tbexbex	dbɛʒbɛʃ	VERB	{'radicals': 'b-x-b-x'}	['Spagnol2011']	to get wet in a drizzle
96	5200a366e36f2379750007be	bexlek	bɛʃlɛk	VERB	{'radicals': 'b-x-l-k'}	['Spagnol2011']	to occupy one's mind with sth.
97	5200a366e36f2379750007bf	bixkel	bɪʃkɛl	VERB	{'radicals': 'b-x-k-l', 'variant': 1}	['Spagnol2011', 'Falzon2013']	to entwine
98	5200a366e36f2379750007bf	bixkel	bɪʃkɛl	VERB	{'radicals': 'b-x-k-l', 'variant': 1}	['Spagnol2011', 'Falzon2013']	to make wicker
99	5200a366e36f2379750007bf	bixkel	bɪʃkɛl	VERB	{'radicals': 'b-x-k-l', 'variant': 1}	['Spagnol2011', 'Falzon2013']	to involve sb. in a compromising situation
100	5200a366e36f2379750007c0	tbixkel	dbɪʃkɛl	VERB	{'radicals': 'b-x-k-l', 'variant': 1}	['Spagnol2011']	to become involved in a compromising situation
101	5200a366e36f2379750007c2	bażwar	bɐzwɐr	VERB	{'radicals': 'b-ż-w-r'}	['Spagnol2011']	to exhaust sb.
102	5200a366e36f2379750007c2	bażwar	bɐzwɐr	VERB	{'radicals': 'b-ż-w-r'}	['Spagnol2011']	to perform a task clumsily
103	5200a366e36f2379750007c2	bażwar	bɐzwɐr	VERB	{'radicals': 'b-ż-w-r'}	['Spagnol2011']	to cause sth. to become disfigured or misshapen
104	5200a366e36f2379750007c3	tbażwar	dbɐzwɐr	VERB	{'radicals': 'b-ż-w-r'}	['Spagnol2011']	to become exhausted
105	5200a366e36f2379750007c3	tbażwar	dbɐzwɐr	VERB	{'radicals': 'b-ż-w-r'}	['Spagnol2011']	to become disfigured or misshapen
106	5200a366e36f2379750007c4	bażbaż	bɐzbɐs	VERB	{'radicals': 'b-ż-b-ż', 'variant': 1}	['Spagnol2011']	to break wind frequently
107	5200a366e36f2379750007c4	bażbaż	bɐzbɐs	VERB	{'radicals': 'b-ż-b-ż', 'variant': 1}	['Spagnol2011']	to have diarrhoea
108	5200a366e36f2379750007c4	bażbaż	bɐzbɐs	VERB	{'radicals': 'b-ż-b-ż', 'variant': 1}	['Spagnol2011']	to have to take a child to a doctor very often
109	5200a366e36f2379750007c5	tbażbaż	dbɐzbɐs	VERB	{'radicals': 'b-ż-b-ż', 'variant': 1}	['Spagnol2011']	to become ill
110	5200a366e36f2379750007c6	beżbeż	bɛzbɛs	VERB	{'radicals': 'b-ż-b-ż', 'variant': 2}	['Spagnol2011']	to reprimand
111	5200a366e36f2379750007c6	beżbeż	bɛzbɛs	VERB	{'radicals': 'b-ż-b-ż', 'variant': 2}	['Spagnol2011']	to seize sb. by the hair (especially their fringe)
112	5200a366e36f2379750007c7	tbeżbeż	dbɛzbɛs	VERB	{'radicals': 'b-ż-b-ż', 'variant': 2}	['Spagnol2011']	to be reprimanded
113	5200a366e36f2379750007c7	tbeżbeż	dbɛzbɛs	VERB	{'radicals': 'b-ż-b-ż', 'variant': 2}	['Spagnol2011']	to be castigated
114	5200a366e36f2379750007c7	tbeżbeż	dbɛzbɛs	VERB	{'radicals': 'b-ż-b-ż', 'variant': 2}	['Spagnol2011']	to experience shock at sth.
115	5200a366e36f2379750007c8	beżlaħ	bɛzlɐh	VERB	{'radicals': 'b-ż-l-ħ'}	['Spagnol2011']	to despise
116	5200a366e36f2379750007c8	beżlaħ	bɛzlɐh	VERB	{'radicals': 'b-ż-l-ħ'}	['Spagnol2011']	sb. who brings another person low
117	5200a366e36f2379750007c9	beżlek	bɛzlɛk	VERB	{'radicals': 'b-ż-l-k'}	['Spagnol2011']	to suckle
118	5200a366e36f2379750007c9	beżlek	bɛzlɛk	VERB	{'radicals': 'b-ż-l-k'}	['Spagnol2011']	to smack one's lips or make sucking sounds as one drinks
119	5200a366e36f2379750007c9	beżlek	bɛzlɛk	VERB	{'radicals': 'b-ż-l-k'}	['Spagnol2011']	to make a mess
120	5200a366e36f2379750007ca	tbeżlak	dbɛzlɐk	VERB	{'radicals': 'b-ż-l-k'}	['Spagnol2011']	to become overcooked, going soft as a result
121	5200a366e36f2379750007cb	baxraq	bɐʃrɐʔ	VERB	{'radicals': 'b-x-r-q'}	['Spagnol2011']	hypothetical Form I of 'tbaxraq'
122	5200a366e36f2379750007cc	tbaxraq	dbɐʃrɐʔ	VERB	{'radicals': 'b-x-r-q'}	['Spagnol2011']	to be idle
123	5200a366e36f2379750007cc	tbaxraq	dbɐʃrɐʔ	VERB	{'radicals': 'b-x-r-q'}	['Spagnol2011']	to live without working
124	5200a366e36f2379750007cd	ċafċaf	ʧɐfʧɐf	VERB	{'radicals': 'ċ-f-ċ-f'}	['Spagnol2011']	to splash
125	5200a366e36f2379750007ce	ċċafċaf	ʧʧɐfʧɐf	VERB	{'radicals': 'ċ-f-ċ-f'}	['Spagnol2011']	to turn choppy (used of the sea)
126	5200a366e36f2379750007cf	ċefċaq	ʧɛfʧɐʔ	VERB	{'radicals': 'ċ-f-ċ-q'}	['Spagnol2011']	to make the eyes blurry
127	5200a366e36f2379750007cf	ċefċaq	ʧɛfʧɐʔ	VERB	{'radicals': 'ċ-f-ċ-q'}	['Spagnol2011']	to make one's vision dim
128	5200a366e36f2379750007d0	ċċefċaq	ʧʧɛfʧɐʔ	VERB	{'radicals': 'ċ-f-ċ-q'}	['Spagnol2011']	to go dim (used of sb.'s eyes)
129	5200a366e36f2379750007d0	ċċefċaq	ʧʧɛfʧɐʔ	VERB	{'radicals': 'ċ-f-ċ-q'}	['Spagnol2011']	to go blurry (used of sb.'s eyes)
130	5200a366e36f2379750007d1	ċeflaq	ʧɛflɐʔ	VERB	{'radicals': 'ċ-f-l-q'}	['Spagnol2011']	to shift sth.
131	5200a366e36f2379750007d2	ċċeflaq	ʧʧɛflɐʔ	VERB	{'radicals': 'ċ-f-l-q'}	['Spagnol2011']	to be shifted
132	5200a366e36f2379750007d3	ċaflas	ʧɐflɐs	VERB	{'radicals': 'ċ-f-l-s'}	['Spagnol2011', 'Falzon2013']	to splash (e.g. through a puddle)
133	5200a366e36f2379750007d3	ċaflas	ʧɐflɐs	VERB	{'radicals': 'ċ-f-l-s'}	['Spagnol2011', 'Falzon2013']	to make a mess of sth.
134	5200a366e36f2379750007d3	ċaflas	ʧɐflɐs	VERB	{'radicals': 'ċ-f-l-s'}	['Spagnol2011', 'Falzon2013']	to wade through water or mud
135	5200a366e36f2379750007d4	ċċaflas	ʧʧɐflɐs	VERB	{'radicals': 'ċ-f-l-s'}	['Spagnol2011']	to run (used of paint)
136	5200a366e36f2379750007d4	ċċaflas	ʧʧɐflɐs	VERB	{'radicals': 'ċ-f-l-s'}	['Spagnol2011']	to be splashed (with water, mud etc.)
137	5200a366e36f2379750007d5	ċaftar	ʧɐftɐr	VERB	{'radicals': 'ċ-f-t-r'}	['Spagnol2011']	to flatten
138	5200a366e36f2379750007d6	ċċaftar	ʧʧɐftɐr	VERB	{'radicals': 'ċ-f-t-r'}	['Spagnol2011']	to be flattened
139	5200a366e36f2379750007d7	ċajpar	ʧɐɪpɐr	VERB	{'radicals': 'ċ-p-r'}	['Spagnol2011']	to mist sth. over (e.g. glass)
140	5200a366e36f2379750007d7	ċajpar	ʧɐɪpɐr	VERB	{'radicals': 'ċ-p-r'}	['Spagnol2011']	to blur
141	5200a366e36f2379750007d7	ċajpar	ʧɐɪpɐr	VERB	{'radicals': 'ċ-p-r'}	['Spagnol2011']	to obscure or dim
142	5200a366e36f2379750007d8	ċċajpar	ʧʧɐɪpɐr	VERB	{'radicals': 'ċ-p-r'}	['Spagnol2011']	to become foggy or misty
143	5200a366e36f2379750007d8	ċċajpar	ʧʧɐɪpɐr	VERB	{'radicals': 'ċ-p-r'}	['Spagnol2011']	to become cloudy (used of the weather)
144	5200a366e36f2379750007d9	ċekċek	ʧɛkʧɛk	VERB	{'radicals': 'ċ-k-ċ-k'}	['Spagnol2011']	to rattle
145	5200a366e36f2379750007da	ċċekċek	ʧʧɛkʧɛk	VERB	{'radicals': 'ċ-k-ċ-k'}	['Spagnol2011']	to be rattled
146	5200a366e36f2379750007db	ċekner	ʧɛknɛr	VERB	{'radicals': 'ċ-k-n-r'}	['Spagnol2011']	to perform household chores
147	5200a366e36f2379750007dc	ċċambas	ʧʧɐmbɐs	VERB	{'radicals': 'ċ-m-b-s'}	['Spagnol2011']	to gain weight dramatically
148	5200a366e36f2379750007dd	ċamċam	ʧɐmʧɐm	VERB	{'radicals': 'ċ-m-ċ-m'}	['Spagnol2011']	to sing (only used of certain birds)
149	5200a366e36f2379750007de	ċamċaq	ʧɐmʧɐʔ	VERB	{'radicals': 'ċ-m-ċ-q'}	['Spagnol2011']	to eat noisily
150	5200a366e36f2379750007df	ċempel	ʧɛmpɛl	VERB	{'radicals': 'ċ-m-p-l'}	['Spagnol2011', 'Falzon2013']	to ring
151	5200a366e36f2379750007df	ċempel	ʧɛmpɛl	VERB	{'radicals': 'ċ-m-p-l'}	['Spagnol2011', 'Falzon2013']	to call sb. on the phone
152	5200a366e36f2379750007e1	ċenċel	ʧɛnʧɛl	VERB	{'radicals': 'ċ-n-ċ-l'}	['Spagnol2011', 'Falzon2013']	to tinkle
153	5200a366e36f2379750007e1	ċenċel	ʧɛnʧɛl	VERB	{'radicals': 'ċ-n-ċ-l'}	['Spagnol2011', 'Falzon2013']	to chime
154	5200a366e36f2379750007e2	ċanfar	ʧɐnfɐr	VERB	{'radicals': 'ċ-n-f-r'}	['Spagnol2011', 'Falzon2013']	to scold
155	5200a366e36f2379750007e2	ċanfar	ʧɐnfɐr	VERB	{'radicals': 'ċ-n-f-r'}	['Spagnol2011', 'Falzon2013']	to tell off
156	5200a366e36f2379750007e2	ċanfar	ʧɐnfɐr	VERB	{'radicals': 'ċ-n-f-r'}	['Spagnol2011', 'Falzon2013']	to give sb. a dressing down
157	5200a366e36f2379750007e3	ċċanfar	ʧʧɐnfɐr	VERB	{'radicals': 'ċ-n-f-r'}	['Spagnol2011']	to be told off
158	5200a366e36f2379750007e3	ċċanfar	ʧʧɐnfɐr	VERB	{'radicals': 'ċ-n-f-r'}	['Spagnol2011']	to chide oneself
159	5200a366e36f2379750007e4	ċenser	ʧɛnsɛr	VERB	{'radicals': 'ċ-n-s-r'}	['Spagnol2011']	to diffuse incense
160	5200a366e36f2379750007e4	ċenser	ʧɛnsɛr	VERB	{'radicals': 'ċ-n-s-r'}	['Spagnol2011']	to be tight-fisted
161	5200a366e36f2379750007e5	ċanta	ʧɐntɐ	VERB	{'radicals': 'ċ-n-t-j'}	['Spagnol2011']	to leave sth. unfinished (e.g. a piece of work)
162	5200a366e36f2379750007e5	ċanta	ʧɐntɐ	VERB	{'radicals': 'ċ-n-t-j'}	['Spagnol2011']	to leave sb. in the lurch
163	5200a366e36f2379750007e6	ċċanta	ʧʧɐntɐ	VERB	{'radicals': 'ċ-n-t-j'}	['Spagnol2011']	to leave sth unfinished (e.g. a piece of work)
164	5200a366e36f2379750007e6	ċċanta	ʧʧɐntɐ	VERB	{'radicals': 'ċ-n-t-j'}	['Spagnol2011']	to leave sb. in the lurch
165	5200a366e36f2379750007e7	ċantar	ʧɐntɐr	VERB	{'radicals': 'ċ-n-t-r'}	['Spagnol2011']	to wish sb. bad fortune
166	5200a366e36f2379750007e8	ċapċap	ʧɐbʧɐp	VERB	{'radicals': 'ċ-p-ċ-p'}	['Spagnol2011', 'Falzon2013']	to clap
167	5200a366e36f2379750007e8	ċapċap	ʧɐbʧɐp	VERB	{'radicals': 'ċ-p-ċ-p'}	['Spagnol2011', 'Falzon2013']	to applaud
168	5200a366e36f2379750007e9	ċaqċaq	ʧɐʔʧɐʔ	VERB	{'radicals': 'ċ-q-ċ-q'}	['Spagnol2011', 'Falzon2013']	to make a cracking sound
169	5200a366e36f2379750007e9	ċaqċaq	ʧɐʔʧɐʔ	VERB	{'radicals': 'ċ-q-ċ-q'}	['Spagnol2011', 'Falzon2013']	to snap
170	5200a366e36f2379750007ea	ċċaqċaq	ʧʧɐʔʧɐʔ	VERB	{'radicals': 'ċ-q-ċ-q'}	['Spagnol2011']	to be made to crack
171	5200a366e36f2379750007eb	ċaqlem	ʧɐʔlɛm	VERB	{'radicals': 'ċ-q-l-m'}	['Spagnol2011']	to amble along
172	5200a366e36f2379750007eb	ċaqlem	ʧɐʔlɛm	VERB	{'radicals': 'ċ-q-l-m'}	['Spagnol2011']	to walk slowly
173	5200a366e36f2379750007ec	ċċaqlem	ʧʧɐʔlɛm	VERB	{'radicals': 'ċ-q-l-m'}	['Spagnol2011']	to be moved or shifted slowly
174	5200a366e36f2379750007ed	ċaqlaq	ʧɐʔlɐʔ	VERB	{'radicals': 'ċ-q-l-q'}	['Spagnol2011', 'Falzon2013']	to move
175	5200a366e36f2379750007ed	ċaqlaq	ʧɐʔlɐʔ	VERB	{'radicals': 'ċ-q-l-q'}	['Spagnol2011', 'Falzon2013']	to shift
176	5200a366e36f2379750007ee	ċċaqlaq	ʧʧɐʔlɐʔ	VERB	{'radicals': 'ċ-q-l-q'}	['Spagnol2011']	to move
177	5200a366e36f2379750007ee	ċċaqlaq	ʧʧɐʔlɐʔ	VERB	{'radicals': 'ċ-q-l-q'}	['Spagnol2011']	to be moved
178	5200a366e36f2379750007ee	ċċaqlaq	ʧʧɐʔlɐʔ	VERB	{'radicals': 'ċ-q-l-q'}	['Spagnol2011']	to be shifted
179	5200a366e36f2379750007ef	ċerċaq	ʧɛrʧɐʔ	VERB	{'radicals': 'ċ-r-ċ-q'}	['Spagnol2011']	to trickle
180	5200a366e36f2379750007f0	ċarċar	ʧɐrʧɐr	VERB	{'radicals': 'ċ-r-ċ-r', 'variant': 1}	['Spagnol2011', 'Falzon2013']	to trickle
181	5200a366e36f2379750007f0	ċarċar	ʧɐrʧɐr	VERB	{'radicals': 'ċ-r-ċ-r', 'variant': 1}	['Spagnol2011', 'Falzon2013']	to drip
